doc,tags,eng_doc,eng_tags
"가족과의 주말 계획

주말 날씨가 좋을 것 같아서 가족들과 함께 야외 활동을 계획 중
어디로 가기 좋을까?","야외 활동,식사 장소","Weekend plan with family

It looks like the weather will be good on the weekend, so I'm planning an outdoor activity with my family.
Where would be a good place to go?","Outdoor activity, dining place"
"친구와의 약속

다음 주에 친구들과 함께 영화를 보기로 했어
어떤 영화가 좋을까?",영화 추천,"Appointment with friends

We agreed to watch a movie with friends next week.
What movie should we watch?",Movie recommendation
"여행 계획

다음 달에 해외 여행을 가기로 했어
어디로 가면 좋을까?","해외 여행,여행 일정","Travel plans

We decided to go overseas next month
Where should we go?","Overseas travel, travel schedule"
"운동 계획

운동을 시작하려고 하는데 어떤 운동이 좋을까?","운동 종류,식사 추천","Exercise plan

I'm trying to start exercising, what kind of exercise is good?","Types of exercise, meal recommendations"
"동료1과 업무 관련 교육 정보 공유

동료1과 업무 관련 교육 정보 공유","업무,교육,정보공유","Sharing work-related training information with colleague 1

Sharing work-related training information with colleague 1","Work, training, information sharing"
"동료1과 업무 관련 회의

동료1과 업무 관련 회의","업무,회의","Meeting with colleague 1 about work

Meeting with colleague 1 about work","Work, meeting"
"동료1과 업무 관련 질문

동료1과 업무 관련 질문","업무,질문","Questions about work with colleague 1

Questions about work with colleague 1","Work, questions"
"동료1과 업무 관련 업데이트

동료1과 업무 관련 업데이트","업무,업데이트","Update with colleague 1

Update with colleague 1","Work, update"
"동료1과 업무 관련 프로젝트 회의

동료1과 업무 관련 프로젝트 회의","업무,프로젝트,회의","Meeting with colleague 1 about work related project

Meeting with colleague 1 about work related project","Work, project, meeting"
"고객 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Customer consultation

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Customer protection measures, counseling recording, treatment reservation"
"동료2와 식사 계획 논의

어디서 먹을지
언제 먹을지
누구를 초대할지","식사 계획,식당 추천,초대 인원","Discussing meal plans with two colleagues

Where to eat
When to eat
Who to invite","Meal plan, restaurant recommendation, invited guests"
"상담 전화

상담 내용","상담 내용,문제 해결,고객 만족도","Counseling call

Counseling content","Counseling content, problem solving, customer satisfaction"
"영화 예매

영화 제목
상영 시간
좌석 선택","영화 제목,상영 시간,좌석 선택","Movie ticket reservation

Movie title
Screening time
Seat selection","Movie title, screening time, seat selection"
"회사 프로젝트 회의

프로젝트 일정 조율
업무 분담
다음 회의 일정 결정","프로젝트 일정,업무 분담,회의 일정","Company project meeting

Adjusting project schedule
Task allocation
Deciding the date of the next meeting","Project schedule, task allocation, meeting schedule"
"가족간 대화

가족 소식 공유
식사 메뉴 결정
여행 계획 논의","가족 소식,식사 메뉴,여행 계획","Conversation among family

Share family news
Decide on meal menu
Discuss travel plans","Family news, meal menu, travel plans"
"영화 예매

영화 제목 확인
상영 시간 확인
좌석 선택","영화 제목,상영 시간,좌석 선택","Movie reservation

Check movie title
Check screening time
Select seat","Movie title, screening time, seat selection"
"회사 업무 상담

동료2와 업무 상담","프로젝트 진행 상황,마감일","Business consultation at work

Consultation with two colleagues",Project progress and deadline
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","보험금 청구,진료비 지급,보험 가입","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry of medical treatment","Insurance claim, payment of medical expenses, insurance enrollment"
"친구와 주말 계획

영화 보기
맛집 탐방
산책하기","영화,맛집,산책","Weekend plans with friends

Watch a movie
Explore restaurants
Go for a walk","Movie, restaurant, walk"
"회사에서의 업무 상담

동료2와의 문제 상담","업무문제,동료간의 갈등","Business consultation at the company

Problem consultation with colleague 2","Work problems, conflicts between colleagues"
"가족들과의 대화

가족들과의 일상 대화","가족,건강,여행","Conversation with family

Daily conversation with family","Family, health, travel"
"광고 전화

신용카드 발급 광고","신용카드,혜택,이벤트","Advertisement call

Credit card issuance advertisement","Credit card, benefits, events"
"동료2와 휴가 계획 논의

휴가 일정 조율","휴가조율,휴가보상일,휴가신청방법","Discussing vacation plans with two colleagues

Adjusting vacation schedule","Vacation adjustment, vacation reward day, vacation application method"
"건강/운동 팁 공유

운동 계획 공유
식단 조언
건강 관련 이슈 상담","운동 계획,식단 조언,건강 이슈","Sharing health/exercise tips

Sharing exercise plans
Dietary advice
Counseling on health-related issues","Exercise plan, dietary advice, health issues"
"건강/운동 팁 공유

운동 계획 수정
식단 조언
건강 관련 이슈 상담","운동 계획,식단 조언,건강 이슈","Sharing health/exercise tips

Modifying exercise plan
Dietary advice
Counseling on health-related issues","Exercise plan, dietary advice, health issues"
"건강/운동 팁 공유

운동 계획 확인
식단 조언
건강 관련 이슈 상담","운동 계획,식단 조언,건강 이슈","Sharing health/exercise tips

Check exercise plan
Dietary advice
Counseling on health-related issues","Exercise plan, dietary advice, health issues"
"동료2와의 취미 관련 대화

취미 관련 대화",취미,"Conversation about hobbies with two colleagues

Conversation about hobbies",Hobbies
"상담 전화에서의 다양한 대화

상담 대화",상담,"Various conversations on the counseling phone

Counseling conversation",Counseling
"광고 전화

광고 대화",광고,"Advertising call

Advertising conversation",Advertising
"동료3와 업무 보고

프로젝트 진행 상황 보고
다음 회의 일정 조율","프로젝트 진행,회의 일정","Report to three colleagues

Report on the progress of the project
Adjust the schedule of the next meeting","Project progress, meeting schedule"
"상담 전화에서의 다양한 대화

상담 내용 확인
상담 결과 안내","상담 내용,상담 결과","Various conversations on the counseling phone

Confirm counseling content
Inform counseling results","Counseling content, counseling results"
"친구와 영화 보기

영화 예매
상영 시간 확인","영화 예매,상영 시간","Watching a movie with friends

Movie ticket reservation
Check screening time","Movie ticket reservation, screening time"
"동료3와 미팅 준비

미팅 준비 사항 논의",미팅 준비,"Meeting preparation with 3 colleagues

Discuss meeting preparation matters",Meeting preparation
"동료3와 미팅 진행

프로젝트 진행 상황 논의","프로젝트 진행,미팅 일정","Meeting with 3 colleagues

Discuss the progress of the project","Project progress, meeting schedule"
"동료3와 프로젝트 관련 문의

프로젝트 관련 문의",프로젝트 문의,"Inquiries about the project with 3 colleagues

Project related inquiries",Project inquiry
"동료3와 회식 계획

회식 장소 및 일정 논의",회식 계획,"Planning a dinner with 3 colleagues

Discussing the place and schedule for the dinner",Dinner plan
"동료3와 출장 일정

출장 일정 논의",출장 일정,"Business trip with 3 colleagues

Discuss business trip schedule",Business trip schedule
"동료3와 업무 결과 검토

업무 결과 검토",업무 결과 검토,"Reviewing work results with 3 colleagues

Reviewing work results",Reviewing work results
