doc,tags
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"친구와 교내 이벤트 계획

교내 이벤트 계획
친구5와 함께 참여
참여비용 3만원","교내 이벤트,참여비용,친구와 함께"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행 상황,회의 일정,업무 분담"
"부동산 중개인과의 상담

매물 정보 확인
가격 협상
계약서 작성","매물 정보,가격 협상,계약서 작성"
"친구5와 휴가 계획 논의

어디로 갈지 논의","여행지,숙소 예약,일정"
"친구5와 여행 준비 논의

필요한 물품 리스트 작성","여행 준비물,가방,식사"
"친구5와 여행 준비 논의

여행 일정 최종 확인","여행 일정,숙소 체크인,여행 정보"
"친구5와 여행 후기 공유

여행 중 좋았던 점 공유","여행 후기,좋았던 점,아쉬웠던 점"
"친구5와 다음 여행 계획 논의

다음 여행지 선정","다음 여행지,숙소 예약,일정"
"치과 예약 및 상담

보호조치 요청 및 안내, 상담 녹음 안내, 진료 예약 및 문의","보호조치,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오, 사주카페, 금요일 저녁","사주카페,5만원,예약필수"
"학교 행사 계획

행사 일정, 참여 인원, 예산 등 논의","학교 행사,일정,예산"
"주식 투자 상담

주식 종목 추천, 투자 전략 논의","주식,종목 추천,투자 전략"
"운동 계획 상담

운동 종목 추천, 운동 시간 및 장소 논의","운동,종목 추천,운동 시간"
"도서관 직원과의 통화

도서관 이용 방법 문의",도서관 이용 방법
"도서관 서비스 이용 방법 문의

도서 대출 방법 문의","도서 대출 방법,도서 반납 방법"
"도서관 예약 문의

도서관 좌석 예약 방법 문의",도서관 좌석 예약 방법
"도서관 이용 시간 문의

도서관 오픈 시간 문의","도서관 오픈 시간,도서관 마감 시간"
"도서관 이용 방법 문의

도서관 회원 가입 방법 문의","도서관 회원 가입 방법,도서관 회원 혜택"
"도서관 직원과 도서 추천에 대한 상담

도서 추천 요청",도서 추천
"도서관 직원과 도서 대출에 대한 상담

도서 대출 요청",도서 대출
"도서관 직원과 도서 반납에 대한 상담

도서 반납 요청",도서 반납
"도서관 직원과 도서 연장에 대한 상담

도서 연장 요청",도서 연장
"도서관 직원과 도서 예약에 대한 상담

도서 예약 요청",도서 예약
"도서관 직원과의 안부 묻기

도서관 이용 안부 묻기
도서관 직원과의 대화","도서관 이용 안부,도서관 직원과의 대화"
"도서관 이용 안내

도서관 이용 안내
도서관 이용 시간 및 방법 안내","도서관 이용 안내,도서관 이용 시간 및 방법 안내"
"도서관 이용 방법

도서관 이용 방법 안내
도서 대출 및 반납 방법 안내","도서관 이용 방법 안내,도서 대출 및 반납 방법 안내"
"도서관 예약

도서관 좌석 예약 방법 안내
도서관 좌석 예약 시간 안내","도서관 좌석 예약 방법 안내,도서관 좌석 예약 시간 안내"
"도서관 이용 방법

도서관 이용 방법 안내
도서 대출 및 반납 방법 안내","도서관 이용 방법 안내,도서 대출 및 반납 방법 안내"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"제품 문의

제품 사용법 문의
제품 교환 요청","제품 사용법,제품 교환"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,고객 보호조치"
"상품 문의 및 구매

상품 문의
상품 구매","상품 문의,상품 구매,배송 문의"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음 안내,진료 예약 및 문의"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"제품 구매 및 배송 문의

제품 구매 문의
배송 일정 문의","제품 구매,배송 일정"
"상담 전화에서의 다양한 대화

상담 요청
상담 내용 확인
상담 종료","상담 요청,상담 내용 확인,상담 종료"
"서비스 가입 및 해지 문의

서비스 가입 문의
서비스 해지 문의","서비스 가입,서비스 해지"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상품 문의

상품 정보 문의
가격 문의
배송 문의","상품 정보,가격,배송"
"서비스 문제 해결

서비스 이용 중 문제 발생
문제 해결 방법 안내","서비스 문제,문제 해결"
"광고 전화

신제품 출시 안내
할인 이벤트 안내","신제품 출시,할인 이벤트"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

제품 사용 방법 문의
환불 및 교환 요청","제품 사용 방법,환불,교환"
"상담 전화에서의 다양한 대화

상담 녹음 안내
신용카드 발급 문의","상담녹음,신용카드 발급"
"상담 전화에서의 다양한 대화

상담 녹음 안내
보험 가입 문의","상담녹음,보험 가입"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","상담 내용,문의 사항,상품 정보"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","상담 내용,문의 사항,상품 정보"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","상담 내용,문의 사항,상품 정보"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

상품 문의
배송 문의
환불 문의","상품 문의,배송 문의,환불 문의"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,치과 치료,보험 청구"
"상담 전화에서의 다양한 대화

상품 문의
배송 문의
환불 문의","상품 문의,배송 문의,환불 문의"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상품 구매 후기

상품 만족도 평가
배송 속도 평가
추천 여부","상품 만족도,배송 속도,추천 여부"
"상담 전화에서의 다양한 대화

환불 요청
상품 교환 요청
배송 문의","환불 요청,상품 교환 요청,배송 문의"
"영화 예매

영화 제목
상영 시간
좌석 선택","영화 제목,상영 시간,좌석 선택"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"상담 전화에서의 다양한 대화

상담 녹음 안내
보험 가입 문의","상담녹음,보험가입"
"상담 전화에서의 다양한 대화

환불 문의
상품 교환 요청","환불,상품교환"
"상담 전화에서의 다양한 대화

배송 문의
상품 문의","배송,상품문의"
"배달 문제 해결

고객이 주문한 음식이 덜 왔다고 함","음식 미도착,배달기사 불응답,배달비용 미지불"
"배달 문제 해결

고객이 주문한 음식이 맛이 없다고 함","음식 맛 불만,배달 지연"
"친구와 영화 예매

어벤져스: 엔드게임 예매",어벤져스: 엔드게임
"친구와 놀이공원 가기

롯데월드 언제 가는지 물어봄","롯데월드 방문,놀이기구 선택"
"친구와 쇼핑

신발 사이즈 물어봄",신발 사이즈 문의
"배달 비용 문의

배달비용이 얼마인가요?",배달비용
"배달 시간 문의

배달이 언제쯤 도착하나요?",배달시간
"배달 장소 변경

배달 장소를 다른 곳으로 변경하고 싶은데 가능한가요?",배달장소변경
"의류 교환 문의

구매한 의류를 교환하고 싶은데 어떻게 해야 하나요?",의류교환
"배송 지연 문의

제품 배송이 예정보다 지연되는 것 같은데 어떻게 해야 하나요?",배송지연
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사에서의 업무통화

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행,회의 일정,업무 분담"
"주식투자 상담

종목 추천
시장 전망
투자 전략","주식 종목,시장 전망,투자 전략"
"여행 예약

호텔 예약
항공권 예약
렌터카 예약","호텔 예약,항공권 예약,렌터카 예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"배달기사와의 통화

주문 확인
배달 예상 시간 안내
감사 인사","음식 주문,배달 예상 시간,감사 인사"
"회사 회의

프로젝트 진행 상황 보고
의견 교환
다음 회의 일정 조율","프로젝트 진행 상황,의견 교환,회의 일정"
"부모님과의 전화

가족 소식 공유
건강 상담
재무 상담","가족 소식,건강 상담,재무 상담"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"배달 관련 팁 요청

배달 기사에게 팁 주는 법
음식 배달 시 주의사항
배달 어플 사용법","배달 팁,음식 배달,배달 어플"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료비용,보험 적용,진료 예약"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료비용,보험 적용,진료 예약,의료진 교체,의료진 칭찬"
"개인 튜터와 공부 일정 조율

내일 오후 3시에 만나기로 함","개인 튜터,공부 일정"
"개인 튜터와 과제 관련 상담

과제 내용에 대해 상담함","개인 튜터,과제 상담"
"개인 튜터와 수업 일정 조율

다음 주 월요일 2시에 수업 예정","개인 튜터,수업 일정"
"개인 튜터와 과제 관련 상담

과제 내용에 대해 상담함","개인 튜터,과제 상담"
"개인 튜터와 수업 일정 조율

다음 주 월요일 2시에 수업 예정","개인 튜터,수업 일정"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 일정 조율
업무 분담
다음 회의 일정","프로젝트 일정,업무 분담,회의 일정"
"부동산 매매 상담

매매 가능한 부동산 정보 제공
가격 협상 방법 상의
계약서 작성 방법 안내","부동산 매매,가격 협상,계약서 작성"
"투자 상담

투자 가능한 상품 소개
수익률 예측
위험 관리 방법 안내","투자 상품,수익률 예측,위험 관리"
"개인 튜터와 튜터링 비용 문의

튜터링 비용 문의",튜터링 비용
"개인 튜터와 튜터링 일정 조율

튜터링 일정 조율",튜터링 일정
"개인 튜터와 튜터링 방식 논의

튜터링 방식 논의",튜터링 방식
"개인 튜터와 튜터링 수강생 수 논의

튜터링 수강생 수 논의",튜터링 수강생 수
"친구와 주말 계획

주말 계획",주말 계획
"치과병원 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 일정 조율
진행 상황 보고
다음 회의 일정 결정","프로젝트 일정,진행 상황,회의 일정"
"부동산 중개인과의 상담

매물 안내
가격 협상
계약서 작성","매물 안내,가격 협상,계약서 작성"
"여행사와의 상담

여행 상품 안내
가격 협상
예약 완료","여행 상품,가격 협상,예약 완료"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"개인 튜터와의 만족도 피드백

튜터링 서비스 만족도 조사
개인 튜터와의 피드백","튜터링 서비스,만족도 조사,개인 튜터"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,보호조치 요청,상담 녹음 안내"
"회사 업무 상담

프로젝트 진행 상황 보고
일정 조율","프로젝트 진행 상황,일정 조율"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트,회의,일정"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법 안내
관광지 추천","여행,숙소,관광지"
"영어 회화 수업

영어 회화 연습
단어 외우기
문법 공부","영어,회화,문법"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트,진행상황,회의일정"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법 안내
관광지 추천","여행,숙소예약,관광지"
"영화 예매

영화 제목 확인
상영 시간표 확인
좌석 선택","영화,상영시간표,좌석선택"
"치과 예약 및 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행,회의 일정,업무 분담"
"부동산 중개인과의 상담

매물 정보 확인
가격 협상
계약서 작성","매물 정보,가격 협상,계약서 작성"
"운동 동호회 모임

다음 모임 일정 조율
운동 종목 토론","운동 동호회,모임 일정,운동 종목"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"개인 튜터링

수학 문제 풀이
과학 실험 보고서 작성 방법
영어 단어 암기 방법","수학,과학,영어"
"튜터에 대한 감사의 말 전달

튜터님께 감사의 말씀 전달
튜터님의 가르침이 많은 도움이 됨","튜터,감사"
"부동산 중개사와의 상담

아파트 매매 가격 문의
부동산 시장 전망
대출 상담","아파트 매매,부동산 시장,대출"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 일정 조율
업무 분담 계획
다음 회의 일정","프로젝트 일정,업무 분담,회의 일정"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천"
"영화 예매

영화 제목 확인
상영 시간 확인
좌석 예매","영화 제목,상영 시간,좌석 예매"
"고객 보호조치 요청 및 진료 예약 문의

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약"
"압구정 로데오에서의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수"
"동호회 모임 일정 조율

다음 주 토요일 오후 3시
장소는 아직 미정
참석 여부 확인 필요","모임 일정,장소 미정,참석 여부 확인"
"상담 전화에서의 다양한 대화

상담 내용은 비공개",상담 내용 비공개
"영화 예매

어벤져스: 엔드게임
4DX 상영
일요일 오후 2시","어벤져스: 엔드게임,4DX 상영,일요일 오후 2시"
"동호회 활동 상담

동호회 활동 계획 논의",동호회 활동 계획
"동호회 활동 상담

동호회 회비 납부 방법 논의","동호회 회비,동호회 활동 일정"
"동호회 활동 상담

동호회 활동 일정 논의",동호회 활동 일정
"동호회 활동 상담

동호회 활동 일정 논의","동호회 활동 일정,동호회 회비"
"동호회 활동 상담

동호회 활동 일정 논의",동호회 활동 일정
"동호회 활동 비용 문의

동호회 친구와 동호회 활동 비용 문의","동호회 활동,비용 문의"
"동호회 활동 일정 조율

동호회 친구와 동호회 활동 일정 조율","동호회 활동,일정 조율"
"동호회 활동 장소 선정

동호회 친구와 동호회 활동 장소 선정","동호회 활동,장소 선정"
"동호회 활동 참여 인원 확정

동호회 친구와 동호회 활동 참여 인원 확정","동호회 활동,참여 인원 확정"
"동호회 활동 예산 계획

동호회 친구와 동호회 활동 예산 계획","동호회 활동,예산 계획"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"동호회 활동 만족도 피드백

전체적으로 만족스러웠음
다음 모임 날짜 조율 필요
활동 추천사항: 더 다양한 활동","동호회 활동,만족도 피드백,추천사항"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약,진료비 부담,보험 적용"
"친구와 주말 계획

영화 보기
맛집 탐방
카페에서 책 읽기","영화,맛집,카페,책"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"동호회 친구와의 대화

동호회 팁 공유
다음 모임 장소 정하기
회비 납부 방법 상의","동호회,팁,모임장소,회비"
"부동산 중개인과의 상담

매물 정보 확인
가격 협상
계약서 작성","부동산,매물,가격,계약서"
"친구와의 여행 계획

여행지 선정
숙소 예약
일정 계획","여행,여행지,숙소,일정"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트 진행,회의 일정,업무 분담"
"부동산 중개인과의 상담

매물 안내
가격 협상
계약 조건 상의","매물 안내,가격 협상,계약 조건"
"영화 예매

영화 제목 확인
상영 시간 확인
좌석 선택","영화 제목,상영 시간,좌석 선택"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","산업안전보건법,상담녹음,진료예약"
"친구와 저녁약속

압구정 로데오
사주카페
금요일저녁","사주카페,5만원,예약필수"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조정
업무 분담","프로젝트,회의,일정"
"영어 회화 수업

인사말
일상 대화
영어 단어 학습","영어,회화,단어 학습"
"운동 동호회 모임

운동 종목 선택
운동 일정 조정
운동 장소 선정","운동,동호회,일정"
